1 TRUE radius:45.084922 length:0.000000 shell:31.410441 aspect_ratio:6.710679 shell_ratio:0.696695 REGRESSED radius:57.312760 shell:27.957039
3 TRUE radius:43.303038 length:0.000000 shell:28.165869 aspect_ratio:2.510560 shell_ratio:0.650436 REGRESSED radius:52.458072 shell:26.599381
4 TRUE radius:42.287623 length:0.000000 shell:26.951989 aspect_ratio:10.398943 shell_ratio:0.637349 REGRESSED radius:24.235483 shell:21.331209
6 TRUE radius:40.625339 length:0.000000 shell:27.757870 aspect_ratio:3.410530 shell_ratio:0.683265 REGRESSED radius:31.052606 shell:21.407079
7 TRUE radius:44.941097 length:0.000000 shell:30.063857 aspect_ratio:2.964205 shell_ratio:0.668961 REGRESSED radius:37.816644 shell:23.056304
8 TRUE radius:43.673467 length:0.000000 shell:27.659154 aspect_ratio:10.281451 shell_ratio:0.633317 REGRESSED radius:34.297707 shell:21.827304
9 TRUE radius:43.848234 length:0.000000 shell:30.506172 aspect_ratio:4.660159 shell_ratio:0.695722 REGRESSED radius:35.173457 shell:22.124746
10 TRUE radius:43.774022 length:0.000000 shell:29.644259 aspect_ratio:2.147006 shell_ratio:0.677211 REGRESSED radius:45.078274 shell:24.937957
11 TRUE radius:41.511159 length:0.000000 shell:27.874876 aspect_ratio:7.268590 shell_ratio:0.671503 REGRESSED radius:35.140199 shell:23.220849
12 TRUE radius:43.032372 length:0.000000 shell:27.361578 aspect_ratio:10.973189 shell_ratio:0.635837 REGRESSED radius:39.389193 shell:23.208044
13 TRUE radius:42.044188 length:0.000000 shell:26.784240 aspect_ratio:10.476826 shell_ratio:0.637050 REGRESSED radius:42.141329 shell:23.145130
14 TRUE radius:40.770089 length:0.000000 shell:27.235152 aspect_ratio:6.768588 shell_ratio:0.668018 REGRESSED radius:20.054526 shell:20.580976
15 TRUE radius:42.599942 length:0.000000 shell:28.106666 aspect_ratio:15.319838 shell_ratio:0.659782 REGRESSED radius:23.025824 shell:20.767769
16 TRUE radius:42.417357 length:0.000000 shell:27.300949 aspect_ratio:14.914474 shell_ratio:0.643627 REGRESSED radius:33.319501 shell:22.333095
17 TRUE radius:44.494555 length:0.000000 shell:30.286013 aspect_ratio:9.710311 shell_ratio:0.680668 REGRESSED radius:29.511027 shell:21.536201
18 TRUE radius:41.275466 length:0.000000 shell:28.697607 aspect_ratio:6.102979 shell_ratio:0.695270 REGRESSED radius:34.161738 shell:22.011448
20 TRUE radius:44.098683 length:0.000000 shell:31.176198 aspect_ratio:2.228940 shell_ratio:0.706964 REGRESSED radius:45.434192 shell:24.152127
21 TRUE radius:44.915762 length:0.000000 shell:31.543398 aspect_ratio:3.824137 shell_ratio:0.702279 REGRESSED radius:52.606706 shell:25.639598
22 TRUE radius:44.490029 length:0.000000 shell:32.095478 aspect_ratio:12.211192 shell_ratio:0.721408 REGRESSED radius:38.971520 shell:22.271134
23 TRUE radius:51.005145 length:0.000000 shell:35.900274 aspect_ratio:14.058500 shell_ratio:0.703856 REGRESSED radius:42.392569 shell:22.334826
25 TRUE radius:49.974838 length:0.000000 shell:34.192696 aspect_ratio:7.838307 shell_ratio:0.684198 REGRESSED radius:86.990485 shell:36.160232
26 TRUE radius:49.898874 length:0.000000 shell:29.841078 aspect_ratio:13.672158 shell_ratio:0.598031 REGRESSED radius:58.095195 shell:24.624673
28 TRUE radius:45.973830 length:0.000000 shell:32.880342 aspect_ratio:7.539165 shell_ratio:0.715197 REGRESSED radius:77.899952 shell:34.193826
30 TRUE radius:45.693817 length:0.000000 shell:30.073419 aspect_ratio:4.523204 shell_ratio:0.658151 REGRESSED radius:36.791650 shell:22.024325
33 TRUE radius:47.549541 length:0.000000 shell:32.919284 aspect_ratio:7.926743 shell_ratio:0.692315 REGRESSED radius:51.009773 shell:25.081266
34 TRUE radius:49.313387 length:0.000000 shell:30.870961 aspect_ratio:10.936690 shell_ratio:0.626016 REGRESSED radius:70.685971 shell:29.171477
35 TRUE radius:51.099429 length:0.000000 shell:24.426509 aspect_ratio:11.001461 shell_ratio:0.478019 REGRESSED radius:84.629201 shell:35.553431
36 TRUE radius:48.685300 length:0.000000 shell:24.996151 aspect_ratio:8.394948 shell_ratio:0.513423 REGRESSED radius:56.208564 shell:22.423520
38 TRUE radius:46.586883 length:0.000000 shell:29.260119 aspect_ratio:14.196446 shell_ratio:0.628076 REGRESSED radius:60.037327 shell:26.278629
39 TRUE radius:50.466310 length:0.000000 shell:31.779096 aspect_ratio:14.314059 shell_ratio:0.629709 REGRESSED radius:64.402094 shell:28.082923
41 TRUE radius:46.723463 length:0.000000 shell:31.138740 aspect_ratio:12.307760 shell_ratio:0.666448 REGRESSED radius:35.301034 shell:22.067447
43 TRUE radius:46.763674 length:0.000000 shell:32.955657 aspect_ratio:2.084548 shell_ratio:0.704728 REGRESSED radius:40.853087 shell:23.145922
44 TRUE radius:45.408552 length:0.000000 shell:32.962703 aspect_ratio:11.180638 shell_ratio:0.725914 REGRESSED radius:29.162748 shell:21.322677
48 TRUE radius:48.725418 length:0.000000 shell:36.555896 aspect_ratio:4.154753 shell_ratio:0.750243 REGRESSED radius:34.347929 shell:21.304502
49 TRUE radius:52.602315 length:0.000000 shell:35.139475 aspect_ratio:4.139034 shell_ratio:0.668021 REGRESSED radius:50.292192 shell:24.610797
50 TRUE radius:52.569015 length:0.000000 shell:37.189989 aspect_ratio:2.705113 shell_ratio:0.707451 REGRESSED radius:78.510096 shell:32.713859
53 TRUE radius:55.688822 length:0.000000 shell:27.708457 aspect_ratio:10.141905 shell_ratio:0.497559 REGRESSED radius:74.032133 shell:26.711962
54 TRUE radius:53.886988 length:0.000000 shell:38.999273 aspect_ratio:4.050801 shell_ratio:0.723723 REGRESSED radius:47.275927 shell:23.399794
55 TRUE radius:56.664676 length:0.000000 shell:38.799321 aspect_ratio:11.144836 shell_ratio:0.684718 REGRESSED radius:72.688591 shell:29.134949
56 TRUE radius:51.232020 length:0.000000 shell:39.010678 aspect_ratio:4.118098 shell_ratio:0.761451 REGRESSED radius:36.112390 shell:22.024413
58 TRUE radius:57.228336 length:0.000000 shell:25.530276 aspect_ratio:9.045063 shell_ratio:0.446113 REGRESSED radius:69.788250 shell:26.802309
59 TRUE radius:56.469565 length:0.000000 shell:25.210648 aspect_ratio:14.454759 shell_ratio:0.446447 REGRESSED radius:66.742483 shell:26.052501
60 TRUE radius:55.706872 length:0.000000 shell:26.375731 aspect_ratio:10.061244 shell_ratio:0.473474 REGRESSED radius:60.761923 shell:24.911691
61 TRUE radius:52.963870 length:0.000000 shell:35.485278 aspect_ratio:12.560202 shell_ratio:0.669990 REGRESSED radius:74.491711 shell:29.444880
62 TRUE radius:53.569435 length:0.000000 shell:35.207262 aspect_ratio:9.144691 shell_ratio:0.657227 REGRESSED radius:63.122423 shell:25.052785
63 TRUE radius:56.632947 length:0.000000 shell:38.050437 aspect_ratio:2.530537 shell_ratio:0.671878 REGRESSED radius:77.593310 shell:28.938017
64 TRUE radius:54.590729 length:0.000000 shell:38.266816 aspect_ratio:3.985287 shell_ratio:0.700976 REGRESSED radius:59.288547 shell:25.722140
65 TRUE radius:51.909585 length:0.000000 shell:36.981260 aspect_ratio:5.639811 shell_ratio:0.712417 REGRESSED radius:83.642212 shell:34.193981
