0 TRUE radius:379.028264 length:351.242152 shell:122.611182 aspect_ratio:2.158216 shell_ratio:0.698158 REGRESSED radius:317.080566 length:305.768361 shell:42.623248
2 TRUE radius:320.895212 length:320.805629 shell:109.959895 aspect_ratio:2.000558 shell_ratio:0.685523 REGRESSED radius:661.568601 length:324.324747 shell:82.128373
5 TRUE radius:476.238849 length:460.681733 shell:167.589794 aspect_ratio:2.067540 shell_ratio:0.727573 REGRESSED radius:394.393454 length:443.368877 shell:92.239991
6 TRUE radius:291.512754 length:276.504670 shell:105.491962 aspect_ratio:2.108556 shell_ratio:0.763039 REGRESSED radius:429.414823 length:302.930989 shell:63.700507
8 TRUE radius:511.909810 length:473.014192 shell:186.965432 aspect_ratio:2.164459 shell_ratio:0.790528 REGRESSED radius:452.227573 length:240.661763 shell:32.768303
9 TRUE radius:388.590859 length:373.080271 shell:156.313358 aspect_ratio:2.083149 shell_ratio:0.837961 REGRESSED radius:408.344104 length:397.438179 shell:100.993538
10 TRUE radius:284.175973 length:257.074893 shell:103.556447 aspect_ratio:2.210842 shell_ratio:0.805652 REGRESSED radius:289.771497 length:246.921257 shell:60.711229
11 TRUE radius:365.311093 length:363.075256 shell:151.200959 aspect_ratio:2.012316 shell_ratio:0.832890 REGRESSED radius:360.354430 length:364.552857 shell:99.762654
12 TRUE radius:437.917644 length:420.388608 shell:188.114648 aspect_ratio:2.083394 shell_ratio:0.894956 REGRESSED radius:370.979066 length:402.300211 shell:74.856612
18 TRUE radius:381.923768 length:311.224672 shell:112.216859 aspect_ratio:2.454328 shell_ratio:0.721131 REGRESSED radius:752.150989 length:313.023309 shell:73.404984
19 TRUE radius:405.813927 length:358.202455 shell:130.530299 aspect_ratio:2.265836 shell_ratio:0.728807 REGRESSED radius:405.935040 length:273.818164 shell:49.442299
20 TRUE radius:402.944883 length:329.274713 shell:117.108159 aspect_ratio:2.447469 shell_ratio:0.711310 REGRESSED radius:438.514549 length:309.530990 shell:90.701562
