83 TRUE radius:120.222113 length:855.889145 shell:90.774273 aspect_ratio:3.559616 shell_ratio:0.755055 REGRESSED radius:130.133958 length:984.495428 shell:58.721972
84 TRUE radius:158.262812 length:1113.230460 shell:133.368797 aspect_ratio:3.517031 shell_ratio:0.842705 REGRESSED radius:166.998016 length:1078.687542 shell:61.938791
85 TRUE radius:127.976094 length:933.546429 shell:102.686016 aspect_ratio:3.647347 shell_ratio:0.802384 REGRESSED radius:131.979533 length:1091.361969 shell:54.031121
86 TRUE radius:134.277932 length:914.683750 shell:109.849006 aspect_ratio:3.405935 shell_ratio:0.818072 REGRESSED radius:146.691244 length:1092.059327 shell:69.841507
87 TRUE radius:178.464112 length:1323.556172 shell:154.159217 aspect_ratio:3.708186 shell_ratio:0.863811 REGRESSED radius:171.310353 length:996.790218 shell:66.216752
88 TRUE radius:235.124439 length:1687.056847 shell:209.582797 aspect_ratio:3.587583 shell_ratio:0.891370 REGRESSED radius:260.900182 length:1451.198894 shell:77.536140
89 TRUE radius:187.815282 length:1392.789355 shell:162.601641 aspect_ratio:3.707870 shell_ratio:0.865753 REGRESSED radius:201.590971 length:1113.724429 shell:77.395919
90 TRUE radius:108.319765 length:849.539581 shell:72.254450 aspect_ratio:3.921443 shell_ratio:0.667048 REGRESSED radius:112.996638 length:1009.927612 shell:55.613120
91 TRUE radius:182.689913 length:1385.121226 shell:119.865461 aspect_ratio:3.790908 shell_ratio:0.656114 REGRESSED radius:163.781924 length:979.903886 shell:100.836317
92 TRUE radius:85.267785 length:669.721150 shell:56.983543 aspect_ratio:3.927164 shell_ratio:0.668289 REGRESSED radius:95.225011 length:824.509505 shell:49.349620
93 TRUE radius:98.284279 length:734.553241 shell:71.523090 aspect_ratio:3.736881 shell_ratio:0.727716 REGRESSED radius:97.759837 length:897.070654 shell:49.203832
94 TRUE radius:111.467645 length:920.119189 shell:82.907519 aspect_ratio:4.127293 shell_ratio:0.743781 REGRESSED radius:107.991687 length:1067.254765 shell:64.249258
95 TRUE radius:93.191032 length:746.466135 shell:67.730585 aspect_ratio:4.005032 shell_ratio:0.726793 REGRESSED radius:97.271228 length:857.957707 shell:43.326489
96 TRUE radius:202.191666 length:1570.823096 shell:161.649402 aspect_ratio:3.884490 shell_ratio:0.799486 REGRESSED radius:196.506015 length:1146.352421 shell:75.762376
97 TRUE radius:145.852711 length:1196.129060 shell:109.770070 aspect_ratio:4.100469 shell_ratio:0.752609 REGRESSED radius:145.831516 length:950.900246 shell:56.015470
98 TRUE radius:107.395711 length:888.013112 shell:81.411026 aspect_ratio:4.134304 shell_ratio:0.758047 REGRESSED radius:110.326999 length:1078.474392 shell:40.568327
99 TRUE radius:146.833510 length:1214.842399 shell:119.839845 aspect_ratio:4.136802 shell_ratio:0.816161 REGRESSED radius:150.547377 length:1107.148142 shell:65.415598
100 TRUE radius:150.409141 length:1170.274340 shell:121.997417 aspect_ratio:3.890303 shell_ratio:0.811104 REGRESSED radius:153.234327 length:1148.224334 shell:66.181192
101 TRUE radius:181.642206 length:1414.678514 shell:149.428522 aspect_ratio:3.894135 shell_ratio:0.822653 REGRESSED radius:192.926637 length:1037.558578 shell:104.195776
102 TRUE radius:182.036880 length:1388.189704 shell:155.362007 aspect_ratio:3.812935 shell_ratio:0.853464 REGRESSED radius:196.091818 length:1009.341057 shell:89.722191
103 TRUE radius:171.100124 length:1385.632064 shell:146.667875 aspect_ratio:4.049185 shell_ratio:0.857205 REGRESSED radius:179.370999 length:1044.390294 shell:60.507210
104 TRUE radius:209.561674 length:1622.410571 shell:182.067741 aspect_ratio:3.870962 shell_ratio:0.868803 REGRESSED radius:191.487744 length:1078.833502 shell:79.985956
105 TRUE radius:70.917846 length:642.585025 shell:46.248549 aspect_ratio:4.530489 shell_ratio:0.652143 REGRESSED radius:77.285070 length:712.472468 shell:41.652773
106 TRUE radius:93.098997 length:774.896299 shell:62.315025 aspect_ratio:4.161679 shell_ratio:0.669342 REGRESSED radius:89.832106 length:904.801300 shell:57.605741
107 TRUE radius:101.954440 length:934.864506 shell:69.011654 aspect_ratio:4.584717 shell_ratio:0.676887 REGRESSED radius:102.845985 length:976.405150 shell:59.143884
108 TRUE radius:89.789490 length:790.841935 shell:63.836656 aspect_ratio:4.403867 shell_ratio:0.710959 REGRESSED radius:97.094118 length:880.573016 shell:51.367600
109 TRUE radius:89.068981 length:806.420928 shell:64.589091 aspect_ratio:4.526946 shell_ratio:0.725158 REGRESSED radius:93.770253 length:885.958157 shell:40.834049
110 TRUE radius:103.303980 length:858.796129 shell:74.776400 aspect_ratio:4.156646 shell_ratio:0.723848 REGRESSED radius:121.755257 length:944.397427 shell:55.710603
111 TRUE radius:145.026197 length:1264.042639 shell:111.944474 aspect_ratio:4.357980 shell_ratio:0.771891 REGRESSED radius:150.867825 length:1142.601138 shell:79.719097
112 TRUE radius:125.553993 length:1055.387652 shell:99.029062 aspect_ratio:4.202923 shell_ratio:0.788737 REGRESSED radius:127.531570 length:1135.149553 shell:62.202659
113 TRUE radius:112.435771 length:1030.230459 shell:87.781581 aspect_ratio:4.581418 shell_ratio:0.780726 REGRESSED radius:115.589700 length:1034.053383 shell:62.741089
114 TRUE radius:135.384161 length:1185.977779 shell:110.251659 aspect_ratio:4.380046 shell_ratio:0.814362 REGRESSED radius:137.903705 length:1092.687014 shell:51.614264
115 TRUE radius:174.658176 length:1600.582957 shell:148.194940 aspect_ratio:4.582044 shell_ratio:0.848486 REGRESSED radius:172.220801 length:1025.660203 shell:63.056205
116 TRUE radius:151.138071 length:1254.129155 shell:122.718989 aspect_ratio:4.148952 shell_ratio:0.811966 REGRESSED radius:134.724518 length:1052.483283 shell:90.290579
117 TRUE radius:197.801534 length:1669.550376 shell:171.377487 aspect_ratio:4.220267 shell_ratio:0.866411 REGRESSED radius:209.779623 length:1243.085877 shell:92.556938
118 TRUE radius:191.309246 length:1691.690734 shell:163.222847 aspect_ratio:4.421351 shell_ratio:0.853188 REGRESSED radius:196.328446 length:1050.460562 shell:77.774747
119 TRUE radius:189.130765 length:1614.485492 shell:164.579526 aspect_ratio:4.268173 shell_ratio:0.870189 REGRESSED radius:175.150452 length:1052.730209 shell:82.635806
120 TRUE radius:128.011720 length:1231.519448 shell:89.168128 aspect_ratio:4.810182 shell_ratio:0.696562 REGRESSED radius:129.277533 length:1177.545356 shell:74.244153
121 TRUE radius:74.671519 length:749.253023 shell:49.019727 aspect_ratio:5.016993 shell_ratio:0.656472 REGRESSED radius:81.001675 length:793.316792 shell:39.160293
122 TRUE radius:84.624912 length:797.337341 shell:57.557957 aspect_ratio:4.711008 shell_ratio:0.680154 REGRESSED radius:88.236849 length:871.499567 shell:43.890014
123 TRUE radius:163.311714 length:1565.556991 shell:115.938432 aspect_ratio:4.793156 shell_ratio:0.709921 REGRESSED radius:162.029210 length:1132.586212 shell:100.056670
124 TRUE radius:108.842558 length:1017.739727 shell:77.283171 aspect_ratio:4.675284 shell_ratio:0.710046 REGRESSED radius:110.506363 length:1037.183326 shell:63.119115
125 TRUE radius:137.899087 length:1370.022417 shell:99.800810 aspect_ratio:4.967482 shell_ratio:0.723724 REGRESSED radius:121.494141 length:1209.495978 shell:87.823865
126 TRUE radius:161.508842 length:1529.691908 shell:125.288517 aspect_ratio:4.735629 shell_ratio:0.775738 REGRESSED radius:148.911093 length:1042.460052 shell:88.990893
127 TRUE radius:125.619413 length:1192.487263 shell:99.287215 aspect_ratio:4.746429 shell_ratio:0.790381 REGRESSED radius:141.168923 length:1108.318416 shell:64.888863
128 TRUE radius:115.750111 length:1100.184397 shell:88.519228 aspect_ratio:4.752412 shell_ratio:0.764744 REGRESSED radius:134.766886 length:1084.405619 shell:51.045166
129 TRUE radius:132.208078 length:1315.962234 shell:107.944533 aspect_ratio:4.976860 shell_ratio:0.816475 REGRESSED radius:131.261959 length:1256.532153 shell:66.600513
130 TRUE radius:149.350700 length:1389.297884 shell:125.086852 aspect_ratio:4.651126 shell_ratio:0.837538 REGRESSED radius:140.259300 length:1010.865594 shell:48.298260
132 TRUE radius:164.810469 length:1532.358224 shell:140.237635 aspect_ratio:4.648850 shell_ratio:0.850902 REGRESSED radius:181.718258 length:995.369199 shell:63.123482
133 TRUE radius:181.572147 length:1687.045815 shell:156.819623 aspect_ratio:4.645662 shell_ratio:0.863677 REGRESSED radius:178.173299 length:994.332652 shell:72.196388
134 TRUE radius:176.289829 length:1622.395968 shell:150.175564 aspect_ratio:4.601502 shell_ratio:0.851867 REGRESSED radius:162.152757 length:1030.766517 shell:85.318283
135 TRUE radius:87.025541 length:983.344487 shell:59.266628 aspect_ratio:5.649746 shell_ratio:0.681026 REGRESSED radius:93.053172 length:1038.414985 shell:51.434193
136 TRUE radius:96.834192 length:1000.998688 shell:63.104671 aspect_ratio:5.168622 shell_ratio:0.651678 REGRESSED radius:93.905094 length:926.802209 shell:48.979700
137 TRUE radius:130.463412 length:1347.883897 shell:90.902947 aspect_ratio:5.165754 shell_ratio:0.696770 REGRESSED radius:120.565858 length:1241.367704 shell:81.182860
138 TRUE radius:101.202881 length:1033.114605 shell:73.083080 aspect_ratio:5.104176 shell_ratio:0.722144 REGRESSED radius:99.932922 length:1058.187804 shell:40.688962
139 TRUE radius:137.661642 length:1478.222241 shell:99.516155 aspect_ratio:5.369042 shell_ratio:0.722904 REGRESSED radius:140.084446 length:883.340111 shell:58.792622
140 TRUE radius:113.887602 length:1286.437639 shell:84.920922 aspect_ratio:5.647839 shell_ratio:0.745656 REGRESSED radius:109.325749 length:1103.691026 shell:67.744814
142 TRUE radius:130.495912 length:1414.084511 shell:104.338691 aspect_ratio:5.418118 shell_ratio:0.799555 REGRESSED radius:137.056807 length:1125.189582 shell:55.553265
144 TRUE radius:149.867346 length:1591.467994 shell:121.601991 aspect_ratio:5.309589 shell_ratio:0.811398 REGRESSED radius:155.127751 length:1129.777828 shell:77.959147
145 TRUE radius:137.813258 length:1482.431140 shell:111.095325 aspect_ratio:5.378405 shell_ratio:0.806129 REGRESSED radius:140.022169 length:1241.840068 shell:72.689198
146 TRUE radius:153.397968 length:1629.489527 shell:124.034859 aspect_ratio:5.311314 shell_ratio:0.808582 REGRESSED radius:160.177375 length:1154.604504 shell:63.931191
147 TRUE radius:129.124308 length:1570.773838 shell:90.356416 aspect_ratio:6.082410 shell_ratio:0.699763 REGRESSED radius:124.046418 length:1007.432550 shell:69.936893
148 TRUE radius:108.311934 length:1240.917627 shell:73.402255 aspect_ratio:5.728444 shell_ratio:0.677693 REGRESSED radius:104.328119 length:1067.831006 shell:65.891947
149 TRUE radius:83.087398 length:967.627363 shell:57.919160 aspect_ratio:5.822949 shell_ratio:0.697087 REGRESSED radius:88.878585 length:1009.273650 shell:57.002237
150 TRUE radius:98.837098 length:1191.278001 shell:71.853539 aspect_ratio:6.026472 shell_ratio:0.726990 REGRESSED radius:93.230166 length:981.573083 shell:62.854292
151 TRUE radius:119.071279 length:1415.026576 shell:88.301782 aspect_ratio:5.941931 shell_ratio:0.741588 REGRESSED radius:125.400769 length:1062.646416 shell:64.822201
152 TRUE radius:106.946071 length:1306.748434 shell:75.749597 aspect_ratio:6.109380 shell_ratio:0.708297 REGRESSED radius:122.402429 length:977.909253 shell:54.712956
154 TRUE radius:120.819013 length:1380.398610 shell:91.949113 aspect_ratio:5.712671 shell_ratio:0.761048 REGRESSED radius:102.904071 length:980.250744 shell:56.473474
155 TRUE radius:122.278991 length:1463.840811 shell:93.159318 aspect_ratio:5.985660 shell_ratio:0.761859 REGRESSED radius:142.470359 length:1024.856536 shell:56.807894
156 TRUE radius:147.231867 length:1668.125695 shell:118.217328 aspect_ratio:5.664961 shell_ratio:0.802933 REGRESSED radius:136.635459 length:989.378319 shell:58.624885
157 TRUE radius:130.828415 length:1542.645821 shell:105.355721 aspect_ratio:5.895683 shell_ratio:0.805297 REGRESSED radius:134.174708 length:1045.466171 shell:63.575550
158 TRUE radius:133.593432 length:1534.632650 shell:108.429838 aspect_ratio:5.743668 shell_ratio:0.811640 REGRESSED radius:136.615314 length:1040.872693 shell:53.942921
159 TRUE radius:101.287865 length:1397.716736 shell:66.503863 aspect_ratio:6.899725 shell_ratio:0.656583 REGRESSED radius:98.793249 length:994.040050 shell:64.895188
160 TRUE radius:76.088207 length:995.399028 shell:50.076747 aspect_ratio:6.541086 shell_ratio:0.658141 REGRESSED radius:71.173821 length:859.845047 shell:44.957393
161 TRUE radius:74.375105 length:953.736222 shell:49.225813 aspect_ratio:6.411663 shell_ratio:0.661859 REGRESSED radius:70.672251 length:841.347945 shell:39.248756
162 TRUE radius:96.169819 length:1263.733253 shell:67.713805 aspect_ratio:6.570321 shell_ratio:0.704107 REGRESSED radius:103.713239 length:940.135288 shell:55.312371
163 TRUE radius:115.883248 length:1592.088483 shell:82.167556 aspect_ratio:6.869364 shell_ratio:0.709055 REGRESSED radius:120.972419 length:1106.019397 shell:64.719272
164 TRUE radius:125.456585 length:1579.312815 shell:89.340129 aspect_ratio:6.294260 shell_ratio:0.712120 REGRESSED radius:107.389359 length:1049.230491 shell:59.254780
165 TRUE radius:119.284927 length:1632.110602 shell:92.997629 aspect_ratio:6.841227 shell_ratio:0.779626 REGRESSED radius:126.954909 length:1091.990882 shell:52.189871
166 TRUE radius:116.108578 length:1540.648226 shell:88.866470 aspect_ratio:6.634515 shell_ratio:0.765374 REGRESSED radius:115.061514 length:1061.405895 shell:55.684932
167 TRUE radius:102.234264 length:1400.536160 shell:77.450465 aspect_ratio:6.849642 shell_ratio:0.757578 REGRESSED radius:102.814502 length:1013.591607 shell:58.859880
168 TRUE radius:132.744687 length:1688.339954 shell:106.427141 aspect_ratio:6.359350 shell_ratio:0.801743 REGRESSED radius:125.651239 length:988.051801 shell:46.241677
169 TRUE radius:127.207098 length:1642.459543 shell:101.959743 aspect_ratio:6.455849 shell_ratio:0.801526 REGRESSED radius:119.247101 length:967.977788 shell:43.963326
170 TRUE radius:124.688902 length:1634.774406 shell:100.402024 aspect_ratio:6.555413 shell_ratio:0.805220 REGRESSED radius:139.571527 length:1069.515125 shell:68.991955
171 TRUE radius:89.358224 length:1367.029703 shell:59.023527 aspect_ratio:7.649154 shell_ratio:0.660527 REGRESSED radius:94.421388 length:953.906672 shell:54.725985
172 TRUE radius:86.346528 length:1286.008647 shell:59.043367 aspect_ratio:7.446788 shell_ratio:0.683795 REGRESSED radius:84.915893 length:943.562200 shell:53.426749
173 TRUE radius:101.598490 length:1480.204322 shell:66.972705 aspect_ratio:7.284578 shell_ratio:0.659190 REGRESSED radius:114.323253 length:1002.922487 shell:47.521812
174 TRUE radius:107.615029 length:1659.871084 shell:79.229267 aspect_ratio:7.712078 shell_ratio:0.736229 REGRESSED radius:124.840862 length:980.837805 shell:55.973552
175 TRUE radius:86.031715 length:1202.823172 shell:61.008543 aspect_ratio:6.990580 shell_ratio:0.709140 REGRESSED radius:86.153754 length:1051.391073 shell:39.696350
176 TRUE radius:111.415830 length:1599.035394 shell:81.710317 aspect_ratio:7.175979 shell_ratio:0.733382 REGRESSED radius:128.210386 length:1021.167306 shell:62.990487
