1 TRUE radius:87.562461 length:361.958473 shell:58.697664 aspect_ratio:2.066859 shell_ratio:0.670352 REGRESSED radius:89.554218 length:571.789912 shell:39.578961
2 TRUE radius:178.854436 length:775.514745 shell:117.074222 aspect_ratio:2.168005 shell_ratio:0.654578 REGRESSED radius:155.974054 length:960.392106 shell:98.936544
3 TRUE radius:111.442969 length:461.024041 shell:82.529801 aspect_ratio:2.068430 shell_ratio:0.740556 REGRESSED radius:115.950692 length:714.094704 shell:51.095379
4 TRUE radius:122.752070 length:498.564383 shell:89.616756 aspect_ratio:2.030778 shell_ratio:0.730063 REGRESSED radius:118.223638 length:723.881104 shell:59.068484
5 TRUE radius:118.826534 length:485.125633 shell:88.183381 aspect_ratio:2.041319 shell_ratio:0.742119 REGRESSED radius:114.374018 length:687.170875 shell:60.591747
6 TRUE radius:107.958710 length:442.310375 shell:82.867971 aspect_ratio:2.048516 shell_ratio:0.767589 REGRESSED radius:112.098156 length:722.124399 shell:51.849099
7 TRUE radius:154.448658 length:675.497971 shell:121.730108 aspect_ratio:2.186804 shell_ratio:0.788159 REGRESSED radius:160.941659 length:966.179822 shell:59.054263
9 TRUE radius:255.440404 length:1041.747507 shell:206.808286 aspect_ratio:2.039120 shell_ratio:0.809615 REGRESSED radius:254.515753 length:1265.404624 shell:102.195353
10 TRUE radius:164.029557 length:691.294484 shell:135.326909 aspect_ratio:2.107225 shell_ratio:0.825015 REGRESSED radius:161.523213 length:1000.455481 shell:56.048917
11 TRUE radius:162.449333 length:657.704260 shell:134.950825 aspect_ratio:2.024337 shell_ratio:0.830726 REGRESSED radius:141.851077 length:952.280025 shell:51.852866
12 TRUE radius:293.945111 length:1232.599219 shell:258.241513 aspect_ratio:2.096649 shell_ratio:0.878537 REGRESSED radius:287.711659 length:1218.230911 shell:129.861973
13 TRUE radius:196.397007 length:829.779013 shell:169.963338 aspect_ratio:2.112504 shell_ratio:0.865407 REGRESSED radius:199.542449 length:1245.615179 shell:82.620788
14 TRUE radius:235.956419 length:990.998442 shell:211.442139 aspect_ratio:2.099961 shell_ratio:0.896107 REGRESSED radius:261.493389 length:1489.312828 shell:73.897496
15 TRUE radius:89.388029 length:416.292147 shell:59.580796 aspect_ratio:2.328568 shell_ratio:0.666541 REGRESSED radius:81.504040 length:716.430667 shell:43.189981
17 TRUE radius:121.874179 length:594.968011 shell:81.675109 aspect_ratio:2.440911 shell_ratio:0.670159 REGRESSED radius:120.191009 length:871.342867 shell:64.485517
19 TRUE radius:131.574838 length:606.981020 shell:92.268187 aspect_ratio:2.306600 shell_ratio:0.701260 REGRESSED radius:129.765262 length:835.536506 shell:57.681956
20 TRUE radius:158.313946 length:708.907294 shell:115.308343 aspect_ratio:2.238929 shell_ratio:0.728352 REGRESSED radius:138.742802 length:1009.269028 shell:95.922878
21 TRUE radius:110.952177 length:516.990876 shell:85.004173 aspect_ratio:2.329792 shell_ratio:0.766133 REGRESSED radius:112.774546 length:819.675622 shell:51.731840
22 TRUE radius:244.605182 length:1158.211103 shell:190.083602 aspect_ratio:2.367511 shell_ratio:0.777104 REGRESSED radius:235.400699 length:1258.384176 shell:90.985101
23 TRUE radius:243.710867 length:1158.809100 shell:187.750113 aspect_ratio:2.377426 shell_ratio:0.770381 REGRESSED radius:256.591333 length:1513.814870 shell:92.850324
24 TRUE radius:151.872889 length:687.022922 shell:126.159499 aspect_ratio:2.261835 shell_ratio:0.830691 REGRESSED radius:153.405568 length:987.336206 shell:71.164754
25 TRUE radius:222.803927 length:1021.115445 shell:189.075438 aspect_ratio:2.291511 shell_ratio:0.848618 REGRESSED radius:254.008952 length:1372.028691 shell:101.985031
26 TRUE radius:250.859225 length:1141.250953 shell:202.639945 aspect_ratio:2.274684 shell_ratio:0.807784 REGRESSED radius:285.364172 length:1370.462819 shell:90.833170
27 TRUE radius:229.215449 length:1098.683564 shell:199.907224 aspect_ratio:2.396618 shell_ratio:0.872137 REGRESSED radius:253.505735 length:1312.936315 shell:93.600352
28 TRUE radius:199.699178 length:967.601235 shell:175.157928 aspect_ratio:2.422647 shell_ratio:0.877109 REGRESSED radius:198.104600 length:1167.940695 shell:86.989811
29 TRUE radius:187.895264 length:910.237155 shell:160.780378 aspect_ratio:2.422193 shell_ratio:0.855691 REGRESSED radius:178.556565 length:1053.774141 shell:86.995635
30 TRUE radius:98.474035 length:506.016061 shell:68.767632 aspect_ratio:2.569287 shell_ratio:0.698333 REGRESSED radius:101.449346 length:600.802113 shell:41.248182
31 TRUE radius:101.016452 length:504.522566 shell:69.800603 aspect_ratio:2.497230 shell_ratio:0.690983 REGRESSED radius:85.910583 length:773.332972 shell:40.039089
32 TRUE radius:123.120568 length:650.816130 shell:85.394779 aspect_ratio:2.643003 shell_ratio:0.693587 REGRESSED radius:108.818608 length:864.723509 shell:53.675653
33 TRUE radius:112.788246 length:577.537572 shell:80.265464 aspect_ratio:2.560274 shell_ratio:0.711647 REGRESSED radius:108.188014 length:824.412792 shell:63.515296
34 TRUE radius:171.893369 length:915.819418 shell:128.384962 aspect_ratio:2.663917 shell_ratio:0.746887 REGRESSED radius:179.390666 length:992.135674 shell:71.273939
35 TRUE radius:162.082761 length:873.696881 shell:115.973042 aspect_ratio:2.695218 shell_ratio:0.715517 REGRESSED radius:163.225537 length:1048.352972 shell:54.902306
36 TRUE radius:210.951563 length:1112.028283 shell:160.577548 aspect_ratio:2.635743 shell_ratio:0.761206 REGRESSED radius:224.784334 length:1233.546656 shell:92.761860
37 TRUE radius:101.645111 length:515.887995 shell:76.696727 aspect_ratio:2.537692 shell_ratio:0.754554 REGRESSED radius:103.538030 length:738.187920 shell:48.725465
38 TRUE radius:105.626351 length:556.788257 shell:79.418024 aspect_ratio:2.635650 shell_ratio:0.751877 REGRESSED radius:117.685088 length:840.339504 shell:52.863280
39 TRUE radius:142.206336 length:774.433032 shell:117.796190 aspect_ratio:2.722920 shell_ratio:0.828347 REGRESSED radius:153.057439 length:1075.106044 shell:56.511480
40 TRUE radius:193.642643 length:969.647970 shell:161.425460 aspect_ratio:2.503705 shell_ratio:0.833626 REGRESSED radius:189.269632 length:1068.167319 shell:82.090451
41 TRUE radius:130.410411 length:676.497096 shell:104.946008 aspect_ratio:2.593724 shell_ratio:0.804736 REGRESSED radius:131.296437 length:961.845318 shell:51.895308
42 TRUE radius:282.507572 length:1488.702548 shell:248.280743 aspect_ratio:2.634801 shell_ratio:0.878846 REGRESSED radius:301.531245 length:1255.992728 shell:135.058372
43 TRUE radius:255.200033 length:1272.709761 shell:220.156919 aspect_ratio:2.493553 shell_ratio:0.862684 REGRESSED radius:231.102940 length:1188.221730 shell:102.561314
44 TRUE radius:213.393922 length:1139.422605 shell:189.158564 aspect_ratio:2.669763 shell_ratio:0.886429 REGRESSED radius:209.249295 length:1180.089045 shell:77.522134
45 TRUE radius:167.511684 length:988.465990 shell:114.693296 aspect_ratio:2.950439 shell_ratio:0.684688 REGRESSED radius:175.691899 length:1031.335340 shell:70.408299
46 TRUE radius:123.782464 length:707.652994 shell:85.207997 aspect_ratio:2.858454 shell_ratio:0.688369 REGRESSED radius:106.731494 length:897.686172 shell:51.886093
48 TRUE radius:155.485815 length:910.246413 shell:110.056950 aspect_ratio:2.927104 shell_ratio:0.707826 REGRESSED radius:154.925812 length:1062.816019 shell:79.765508
49 TRUE radius:151.015530 length:900.232509 shell:107.130111 aspect_ratio:2.980596 shell_ratio:0.709398 REGRESSED radius:151.744962 length:1022.178971 shell:52.608199
50 TRUE radius:258.574850 length:1551.045152 shell:182.630757 aspect_ratio:2.999219 shell_ratio:0.706297 REGRESSED radius:265.388701 length:1149.446535 shell:133.884160
51 TRUE radius:122.127021 length:681.593180 shell:94.218096 aspect_ratio:2.790509 shell_ratio:0.771476 REGRESSED radius:121.333694 length:898.482591 shell:60.561516
52 TRUE radius:162.623378 length:944.664069 shell:122.087618 aspect_ratio:2.904453 shell_ratio:0.750738 REGRESSED radius:161.441767 length:1080.689371 shell:67.120025
53 TRUE radius:114.081202 length:662.678287 shell:89.471128 aspect_ratio:2.904415 shell_ratio:0.784276 REGRESSED radius:103.000582 length:871.886875 shell:56.400300
54 TRUE radius:208.066880 length:1260.322566 shell:174.730240 aspect_ratio:3.028648 shell_ratio:0.839779 REGRESSED radius:188.531944 length:1040.456038 shell:75.154835
55 TRUE radius:199.340378 length:1138.506548 shell:160.900294 aspect_ratio:2.855685 shell_ratio:0.807164 REGRESSED radius:190.143608 length:1083.747065 shell:77.767673
56 TRUE radius:160.427847 length:905.987749 shell:133.112180 aspect_ratio:2.823661 shell_ratio:0.829732 REGRESSED radius:156.972614 length:1096.680630 shell:50.222580
57 TRUE radius:283.518060 length:1580.927503 shell:241.341641 aspect_ratio:2.788054 shell_ratio:0.851239 REGRESSED radius:294.295931 length:1300.919415 shell:135.743846
58 TRUE radius:205.352175 length:1222.455435 shell:179.417860 aspect_ratio:2.976485 shell_ratio:0.873708 REGRESSED radius:218.156984 length:1242.117006 shell:98.782058
59 TRUE radius:242.344519 length:1455.082301 shell:217.230409 aspect_ratio:3.002095 shell_ratio:0.896370 REGRESSED radius:268.715002 length:1361.623371 shell:94.346447
60 TRUE radius:96.279837 length:621.070919 shell:65.839112 aspect_ratio:3.225343 shell_ratio:0.683831 REGRESSED radius:101.952344 length:694.337468 shell:55.498705
61 TRUE radius:256.433041 length:1564.145736 shell:170.645930 aspect_ratio:3.049813 shell_ratio:0.665460 REGRESSED radius:230.691192 length:1119.302049 shell:124.486360
62 TRUE radius:139.879723 length:887.804791 shell:91.742640 aspect_ratio:3.173458 shell_ratio:0.655868 REGRESSED radius:136.192040 length:1043.425537 shell:62.311032
63 TRUE radius:132.153397 length:818.784409 shell:93.231283 aspect_ratio:3.097856 shell_ratio:0.705478 REGRESSED radius:129.443881 length:1161.707991 shell:55.758783
64 TRUE radius:170.033606 length:1039.823623 shell:120.247124 aspect_ratio:3.057700 shell_ratio:0.707196 REGRESSED radius:162.545252 length:951.363678 shell:88.202348
65 TRUE radius:150.946977 length:941.262124 shell:106.631761 aspect_ratio:3.117857 shell_ratio:0.706419 REGRESSED radius:150.565141 length:1016.165463 shell:57.074289
66 TRUE radius:134.866389 length:866.409293 shell:101.855786 aspect_ratio:3.212102 shell_ratio:0.755235 REGRESSED radius:125.553750 length:1206.788034 shell:72.368287
67 TRUE radius:136.195408 length:868.647459 shell:105.558297 aspect_ratio:3.188975 shell_ratio:0.775050 REGRESSED radius:124.433701 length:1265.666369 shell:70.284190
69 TRUE radius:181.653841 length:1117.581411 shell:147.918218 aspect_ratio:3.076129 shell_ratio:0.814286 REGRESSED radius:188.858703 length:1059.938500 shell:103.227173
71 TRUE radius:125.780797 length:762.708919 shell:101.405094 aspect_ratio:3.031897 shell_ratio:0.806205 REGRESSED radius:131.189279 length:964.634731 shell:52.805137
72 TRUE radius:209.944154 length:1370.642689 shell:184.766611 aspect_ratio:3.264303 shell_ratio:0.880075 REGRESSED radius:204.738304 length:1149.207069 shell:82.062968
73 TRUE radius:213.297051 length:1411.709886 shell:184.037513 aspect_ratio:3.309258 shell_ratio:0.862823 REGRESSED radius:220.679648 length:1239.310543 shell:89.419657
74 TRUE radius:197.033896 length:1309.739222 shell:172.772842 aspect_ratio:3.323639 shell_ratio:0.876869 REGRESSED radius:207.181795 length:1235.980108 shell:90.696964
75 TRUE radius:92.139106 length:670.416239 shell:62.596102 aspect_ratio:3.638066 shell_ratio:0.679365 REGRESSED radius:96.611533 length:797.290097 shell:44.485290
76 TRUE radius:189.388267 length:1284.919499 shell:128.321864 aspect_ratio:3.392289 shell_ratio:0.677560 REGRESSED radius:154.081122 length:1065.677630 shell:66.607439
77 TRUE radius:78.578298 length:542.590067 shell:51.458050 aspect_ratio:3.452544 shell_ratio:0.654863 REGRESSED radius:75.730438 length:639.179622 shell:38.433277
78 TRUE radius:105.893045 length:745.677333 shell:77.068602 aspect_ratio:3.520899 shell_ratio:0.727797 REGRESSED radius:103.322997 length:1037.764430 shell:42.793567
79 TRUE radius:98.016587 length:668.795450 shell:70.231005 aspect_ratio:3.411644 shell_ratio:0.716522 REGRESSED radius:99.616646 length:724.517173 shell:60.517556
80 TRUE radius:170.210915 length:1160.590174 shell:122.407874 aspect_ratio:3.409271 shell_ratio:0.719154 REGRESSED radius:167.814568 length:945.656719 shell:83.421218
81 TRUE radius:131.318062 length:929.641227 shell:98.810109 aspect_ratio:3.539655 shell_ratio:0.752449 REGRESSED radius:132.214700 length:1045.434213 shell:60.771903
82 TRUE radius:174.184981 length:1297.763514 shell:133.118681 aspect_ratio:3.725245 shell_ratio:0.764237 REGRESSED radius:169.631880 length:1118.146767 shell:118.678046
