1 TRUE radius:115.203140 length:481.165449 shell:0.000000 aspect_ratio:2.088335 shell_ratio:0.784490 REGRESSED radius:113.141246 length:429.542338
2 TRUE radius:105.191074 length:437.704417 shell:0.000000 aspect_ratio:2.080521 shell_ratio:0.817156 REGRESSED radius:102.786221 length:481.331474
3 TRUE radius:61.022955 length:253.180783 shell:0.000000 aspect_ratio:2.074472 shell_ratio:0.862272 REGRESSED radius:60.992195 length:279.084633
4 TRUE radius:96.420833 length:419.407562 shell:0.000000 aspect_ratio:2.174880 shell_ratio:0.832930 REGRESSED radius:94.704938 length:418.612898
5 TRUE radius:89.804048 length:380.120971 shell:0.000000 aspect_ratio:2.116391 shell_ratio:0.654568 REGRESSED radius:88.304066 length:354.516096
6 TRUE radius:147.973356 length:592.644510 shell:0.000000 aspect_ratio:2.002538 shell_ratio:0.698151 REGRESSED radius:140.533959 length:600.256283
7 TRUE radius:116.307065 length:496.036993 shell:0.000000 aspect_ratio:2.132446 shell_ratio:0.689659 REGRESSED radius:116.273838 length:463.303505
8 TRUE radius:26.854251 length:115.726329 shell:0.000000 aspect_ratio:2.154712 shell_ratio:0.711971 REGRESSED radius:24.152318 length:129.559640
9 TRUE radius:41.928311 length:169.515823 shell:0.000000 aspect_ratio:2.021496 shell_ratio:0.725430 REGRESSED radius:39.223443 length:209.604651
10 TRUE radius:128.159124 length:514.551500 shell:0.000000 aspect_ratio:2.007471 shell_ratio:0.705419 REGRESSED radius:127.004750 length:488.943030
11 TRUE radius:47.234106 length:189.932174 shell:0.000000 aspect_ratio:2.010541 shell_ratio:0.755928 REGRESSED radius:46.343413 length:202.011445
13 TRUE radius:49.316145 length:211.942617 shell:0.000000 aspect_ratio:2.148816 shell_ratio:0.780209 REGRESSED radius:45.749162 length:240.937354
14 TRUE radius:26.253667 length:113.249715 shell:0.000000 aspect_ratio:2.156836 shell_ratio:0.885986 REGRESSED radius:23.164776 length:136.896785
15 TRUE radius:94.682888 length:414.223565 shell:0.000000 aspect_ratio:2.187426 shell_ratio:0.879778 REGRESSED radius:93.055407 length:421.700811
16 TRUE radius:62.269344 length:265.447020 shell:0.000000 aspect_ratio:2.131442 shell_ratio:0.819663 REGRESSED radius:56.518986 length:271.449978
17 TRUE radius:77.850064 length:331.268424 shell:0.000000 aspect_ratio:2.127605 shell_ratio:0.736534 REGRESSED radius:75.977990 length:315.216132
18 TRUE radius:30.745004 length:127.631000 shell:0.000000 aspect_ratio:2.075638 shell_ratio:0.833726 REGRESSED radius:29.059128 length:146.735303
19 TRUE radius:93.900199 length:386.982155 shell:0.000000 aspect_ratio:2.060603 shell_ratio:0.827663 REGRESSED radius:93.439282 length:394.424963
20 TRUE radius:217.371439 length:1000.433962 shell:0.000000 aspect_ratio:2.301208 shell_ratio:0.884466 REGRESSED radius:222.545198 length:1239.708233
21 TRUE radius:133.990073 length:658.635333 shell:0.000000 aspect_ratio:2.457777 shell_ratio:0.734721 REGRESSED radius:133.960133 length:641.412038
22 TRUE radius:23.838781 length:112.280599 shell:0.000000 aspect_ratio:2.354999 shell_ratio:0.680779 REGRESSED radius:23.126082 length:136.630768
23 TRUE radius:51.315794 length:239.295822 shell:0.000000 aspect_ratio:2.331600 shell_ratio:0.806951 REGRESSED radius:48.026067 length:241.752199
24 TRUE radius:35.587627 length:167.492265 shell:0.000000 aspect_ratio:2.353237 shell_ratio:0.803485 REGRESSED radius:35.731123 length:186.241349
25 TRUE radius:145.052641 length:685.665899 shell:0.000000 aspect_ratio:2.363507 shell_ratio:0.696082 REGRESSED radius:147.384497 length:667.842213
26 TRUE radius:249.686755 length:1207.424253 shell:0.000000 aspect_ratio:2.417878 shell_ratio:0.854178 REGRESSED radius:246.925995 length:1167.589174
27 TRUE radius:49.871613 length:244.422754 shell:0.000000 aspect_ratio:2.450520 shell_ratio:0.864841 REGRESSED radius:50.844453 length:233.218528
28 TRUE radius:26.776136 length:130.228861 shell:0.000000 aspect_ratio:2.431808 shell_ratio:0.878540 REGRESSED radius:23.017266 length:147.234104
